hsChr Start Stop
hs4 116301040 116402149
hs4 118768391 119826658
hs4 124458397 125472611
hs4 125857390 125869071
hs4 132139784 132601827
hs4 132643821 132717336
hs4 132745301 132821753
hs4 145008093 145310810
hs4 152995721 153029188
hs4 156826356 156830290
hs4 158403546 158564742
hs4 161247575 161324293
hs4 162002872 162174605
hs4 162413252 162455325
hs4 165868322 165870199
hs4 169031756 169334003
hs4 172560909 172604186
hs4 178450313 178554708
hs4 181704707 181709399
hs4 182868474 182886805
hs4 185397590 185404702
hs4 189408040 189499240
hs4 190747658 191002431
hs5 690324 937439
hs5 7188014 7256093
hs5 8754920 8843546
hs5 9950967 10008044
hs5 13197682 13401985
hs5 15362984 15386853
hs5 15731556 15863987
hs5 17451090 17840103
hs5 20472731 20494555
hs5 23324344 23340668
hs5 24564081 24613895
hs5 32137157 32213541
hs5 33557835 33584771
hs5 40909835 41045039
hs5 55016652 55094749
hs5 55688830 55707856
hs5 61685160 61784669
hs5 62067121 62138099
hs5 75462619 75510536
hs5 75647353 75678730
hs5 95329992 95565292
hs5 97054185 97163903
hs5 97468282 97643999
hs5 99452655 99911270
hs5 100570013 100684490
hs5 101207948 101233931
hs5 103967573 104010013
hs5 104226158 104322489
hs5 104452196 104556024
hs5 106255008 106286649
hs5 109778421 110180038
hs5 114725159 114765482
hs5 115543618 115571522
hs5 115606709 115661373
hs5 117813488 117892105
hs5 118583762 118695647
hs5 122626041 122685098
hs5 128671528 128790773
hs5 135329916 135380394
hs5 137833483 137865270
hs5 144466435 144475035
hs5 146410036 146519693
hs5 155497577 155530680
hs5 160471139 160490574
hs5 171966705 172148018
hs5 173726296 173745954
hs5 175279234 175696974
hs5 178653574 178894478
hs5 180012576 180177830
hs5 180311387 180421549
hs6 162334 356954
hs6 896385 953488
hs6 2561236 2577107
hs6 2934581 2961056
hs6 7384069 7448784
hs6 10574157 10664858
hs6 15776846 15833457
hs6 26806459 27004868
hs6 29942451 30073480
hs6 30893252 30896567
hs6 31359339 31443686
hs6 31461308 31650287
hs6 41706502 41749467
hs6 45061736 45097497
hs6 45993620 45995399
hs6 47798026 47814999
hs6 52730063 52774200
hs6 52900813 52969163
hs6 54059816 54115308
hs6 63781337 63929207
hs6 63956681 63961313
hs6 66411109 66510269
hs6 66961128 67117117
hs6 67721287 67745004
hs6 67821780 67861137
hs6 68326677 68583232
hs6 74624342 74681784
hs6 75117667 75218942
hs6 75582459 75681971
hs6 77474806 77533382
hs6 79001258 79150726
hs6 81322214 81360930
hs6 82154779 82217840
hs6 84790018 84853288
hs6 93127736 93161367
hs6 93634138 93728395
hs6 105439613 105806657
hs6 110496619 110611373
hs6 114671437 115749378
hs6 117570741 117716222
hs6 121008976 121071648
hs6 136399747 136408668
hs6 143861702 143866797
hs6 154161621 154181892
hs6 154752428 154799568
hs6 158548193 158569341
hs6 158598858 158678489
hs6 160352321 160990860
hs6 161855666 161856699
hs6 162410928 162427680
hs6 162655871 162659755
hs6 162760912 163153251
hs6 167520583 167919582
hs6 168075302 168350057
hs6 169243714 169274364
hs7 141322 189431
hs7 3326017 3426881
hs7 3568874 3596875
hs7 4305939 4405763
hs7 6731108 6943739
hs7 7246587 7408300
hs7 8790479 8850602
hs7 9086521 9208374
hs7 9772017 9892748
hs7 11274532 11318799
hs7 12472138 12563060
hs7 15038385 15138799
hs7 15982388 15994414
hs7 16202687 16300753
hs7 16312664 16424999
hs7 17049419 17071625
hs7 17096327 17411858
hs7 17466369 17491164
hs7 18734239 18767865
hs7 19362671 19540591
hs7 29614878 29753974
hs7 37678050 37735131
hs7 38260604 38384690
hs7 40026705 40236108
hs7 40350555 40463803
hs7 46840260 46848725
hs7 57500969 57541078
hs7 57569466 57882795
hs7 61269841 62749700
hs7 64331676 65011286
hs7 71620860 72393456
hs7 75876089 76659778
hs7 78639324 78725861
hs7 87974867 88101138
hs7 88394771 88461395
hs7 89525096 89694580
hs7 104545486 104995728
hs7 105372902 105374677
hs7 108382881 108447634
hs7 110843499 111048906
hs7 115305285 115342551
hs7 120695695 120780562
hs7 120847107 120877191
hs7 122585872 122676571
hs7 133710706 133718628
hs7 141880260 141911661
hs7 141932985 142211931
hs7 149177636 149536980
hs7 149864760 149877917
hs7 152474997 152481057
hs7 152777883 152855453
hs7 153084809 153442771
hs7 154515757 154520478
hs7 155958047 156013051
hs8 177639 405401
hs8 2116686 2375383
hs8 2684771 2697799
hs8 3551652 3554023
hs8 3671287 5942813
hs8 6023403 6069687
hs8 6092385 6147262
hs8 6160762 6236366
hs8 6799659 6814575
hs8 6908814 8183341
hs8 8375229 8448555
hs8 8745049 8785304
hs8 9091324 9108239
hs8 11882733 12646342
hs8 12883370 12926648
hs8 13584750 13781886
hs8 14300858 14321648
hs8 14549778 14559616
hs8 14670571 15719081
hs8 16303512 16949896
hs8 17383467 17648137
hs8 18893788 18924134
hs8 20030851 20073883
hs8 21729708 22858325
hs8 25026436 25049622
hs8 25737239 25763131
hs8 39293436 39577556
hs8 47534345 47684445
hs8 50577786 50755257
hs8 51035846 51131495
hs8 51912593 52045960
hs8 53897210 54039563
hs8 54090134 54163645
hs8 59467844 59504885
hs8 61146767 61184397
hs8 63318677 63422736
hs8 79962967 79977663
hs8 90162190 90164239
hs8 90390763 90407394
hs8 91159997 91304511
hs8 92196639 92253014
hs8 96892887 96916149
hs8 102462222 102471681
hs8 102678650 102718857
hs8 114954608 115280348
hs8 116948684 117176086
hs8 117692900 117714868
hs8 121834882 121898100
hs8 134236863 134249655
hs8 135130463 135131756
hs8 135212786 135244049
hs8 137757137 137969110
hs8 139050457 139114328
hs8 140327110 140328379
hs8 141036810 141046387
hs8 143460347 143679430
hs8 146120191 146264218
hs9 47964 352209
hs9 554836 728434
hs9 1173321 1403700
hs9 2955090 2975743
hs9 3998954 4012297
hs9 4517262 4518816
hs9 5278908 5326984
hs9 5344558 5398358
hs9 6691130 6695914
hs9 6733440 6835561
hs9 7260158 7363868
hs9 7514075 7551271
hs9 9786608 9804116
hs9 9952603 9964221
hs9 10502307 10576527
hs9 10629445 10670025
hs9 11637401 11701989
hs9 11827866 12187607
hs9 12273944 12579068
hs9 12711881 12748881
hs9 16053191 16072467
hs9 16893850 16908196
hs9 17801584 17818437
hs9 19116476 19151145
hs9 20746547 20753840
hs9 21171454 21186515
hs9 21271544 21293689
hs9 21489624 21516526
hs9 22618931 22686345
hs9 24457996 24518103
hs9 25211244 25374959
hs9 28577774 28769376
hs9 29918566 29999947
hs9 30245385 30379493
hs9 32085083 32107175
hs9 33794006 33809555
hs9 38493875 38673287
hs9 38756241 44840522
hs9 67023497 70216846
hs9 70480927 70543563
hs9 71208066 71237918
hs9 71290389 71324196
hs9 73446673 73452020
hs9 78960218 78980364
hs9 80619129 80663904
hs9 103677771 103822534
hs9 103879178 103923657
hs9 105853286 105880227
hs9 106399623 106424215
hs9 108223757 108335661
hs9 114411218 114633929
hs9 114640444 114672719
hs9 114688278 114704120
hs9 114855219 114932066
hs9 118564482 118580455
hs9 121329008 121343435
hs9 127782685 127805710
hs9 131639789 131662587
hs9 133279729 133468771
hs10 1432709 1453158
hs10 1842791 1913557
hs10 2682793 3124681
hs10 3297225 3300298
hs10 4276880 4313493
hs10 5547024 5760518
hs10 6690997 6705355
hs10 7136154 7179524
hs10 7537823 7672510
hs10 13089087 13104413
hs10 13718676 13726648
hs10 16741412 16752674
hs10 18875331 18946513
hs10 19734150 19780641
hs10 19816916 20045002
hs10 20324355 20366013
hs10 20739152 20949210
hs10 27200938 27269999
hs10 32991417 33000799
hs10 37971818 37998918
hs10 38717029 39018686
hs10 41753546 42249122
hs10 42424074 42673001
hs10 45364098 48037264
hs10 52665980 52685589
hs10 52967781 52992342
hs10 54778135 54807367
hs10 55027142 55201043
hs10 56106514 56143760
hs10 56849158 56853483
hs10 56872041 56988850
hs10 58237729 58314518
hs10 58492250 58618213
hs10 59242689 59439185
hs10 60506139 60566271
hs10 60994141 61003145
hs10 67987416 68078527
hs10 70708723 70722894
hs10 72907909 72956161
hs10 77206052 77406628
hs10 79039280 79263477
hs10 81772720 81779567
hs10 84034612 84048907
hs10 84390694 84427173
hs10 84561902 84608631
hs10 88886420 89274999
hs10 92891080 92922917
hs10 99824786 99883943
hs10 102193061 102265632
hs10 107602546 107689620
hs10 109121712 109123622
hs10 117404858 117461605
hs10 123426455 123451644
hs10 128881619 129008874
hs10 133485668 133634871
hs10 134542100 134648239
hs10 134868158 135282675
hs11 3376078 3569739
hs11 4119053 4282368
hs11 4466861 4519034
hs11 4918489 4948858
hs11 5373198 5448609
hs11 5733199 5798932
hs11 5824631 5964189
hs11 7376191 7402481
hs11 11250242 11269413
hs11 16871867 16890706
hs11 18886391 18939210
hs11 19439936 19450983
hs11 21112669 21194273
hs11 21740206 21805311
hs11 25045288 25279174
hs11 25520766 25595288
hs11 25651185 25684737
hs11 30121848 30136966
hs11 32749360 32915185
hs11 34177080 34326812
hs11 34869891 34920304
hs11 35024058 35195154
hs11 37079701 37100001
hs11 38401344 38437928
hs11 41075935 41157340
hs11 48322333 49025210
hs11 49238492 49355549
hs11 49538501 49820388
hs11 50128453 50405768
hs11 55096278 55394688
hs11 55446439 55605732
hs11 58502814 58662594
hs11 61505378 61650609
hs11 62801568 62883430
hs11 67229481 67647865
hs11 73520257 74223536
hs11 74875928 74878739
hs11 79645152 79693784
hs11 80076875 80080035
hs11 80553027 80556842
hs11 80665959 80695621
hs11 80996713 81471485
hs11 84234326 84271303
hs11 85114516 85150995
hs11 85547592 85583161
hs11 87287865 87304787
hs11 89105700 89525014
hs11 90605720 90702192
hs11 91456251 91464123
hs11 92537990 92573785
hs11 93315872 93354598
hs11 96355736 96549641
hs11 97120050 97249540
hs11 97309468 97384974
hs11 98266953 98310378
hs11 98674719 98707009
hs11 99309814 99358487
hs11 102541001 102720677
hs11 104224803 104303755
hs11 104401086 104484927
hs11 106829486 106849778
hs11 120978808 121045852
hs11 122339246 122372360
hs11 124580498 124605648
hs11 126701966 126709174
hs11 129633534 129715211
hs11 130484613 130489555
hs11 134085801 134147144
hs12 205271 413467
hs12 656499 834812
hs12 6358711 6521697
hs12 7791451 8033850
hs12 8172022 8472071
hs12 9474722 9702031
hs12 9747225 9779820
hs12 11404579 11444635
hs12 25125048 25143445
hs12 25540624 25545712
hs12 27539678 27542418
hs12 31125435 31335485
hs12 31882773 31963864
hs12 33417622 34727104
hs12 36177141 37243569
hs12 37328102 37332250
hs12 38586180 38618120
hs12 40067025 40102269
hs12 46833395 47065829
hs12 50962670 51071786
hs12 57477996 57520339
hs12 59797263 59898818
hs12 60060452 60082655
hs12 62188068 62438880
hs12 65191672 65266447
hs12 70459038 70558246
hs12 71368737 71494315
hs12 71660953 71703530
hs12 73396068 73500176
hs12 81692244 81725746
hs12 92197630 92210326
hs12 114713333 114735117
hs12 117714077 117778706
hs12 122676075 122761809
hs12 125365094 125403318
hs12 128577929 129659406
hs12 130289244 130815441
hs12 132149424 132244186
hs13 17960319 18358616
hs13 19870722 20078247
hs13 20717264 20796168
hs13 23927295 23948923
hs13 30423174 30476563
hs13 36209331 36273415
hs13 36968044 37011260
hs13 38938036 38988742
hs13 41649707 41674117
hs13 42098764 42130996
hs13 53231210 53319335
hs13 53590033 53609237
hs13 56601020 56824435
hs13 62179940 62619249
hs13 63201508 63285508
hs13 65128608 65255649
hs13 65903813 66017201
hs13 66129506 66217983
hs13 68253637 68290580
hs13 69634065 69687992
hs13 72712442 72713960
hs13 83009774 83030766
hs13 83063628 83156897
hs13 84446595 84452592
hs13 88337416 88662594
hs13 97712694 97753390
hs13 101459508 101483261
hs13 103073528 103079107
hs13 103201047 103222979
hs13 103783832 103787454
hs13 104466931 104540789
hs13 107093227 107130924
hs13 110474921 110590297
hs14 19272965 19608948
hs14 20422939 20503182
hs14 21462543 21466983
hs14 22011989 22057862
hs14 25833467 25854753
hs14 37858356 37874184
hs14 40541848 40562301
hs14 40646835 40769154
hs14 40836311 40950477
hs14 41920404 42044446
hs14 43558078 43608847
hs14 44239152 44324634
hs14 44871455 45041032
hs14 45120624 45190488
hs14 52872802 52890807
hs14 53759574 53803592
hs14 59496524 59545703
hs14 64324218 64341533
hs14 71872489 71889437
hs14 73620134 73676171
hs14 77174650 77282215
hs14 77448909 77571772
hs14 77945360 77982720
hs14 78125151 78210289
hs14 78728484 78735438
hs14 84633513 84635740
hs14 85252320 85260552
hs14 85520078 85568590
hs14 87460869 87500047
hs14 93382087 93414055
hs14 94007639 94015670
hs14 97199755 97224576
hs14 98604476 98636221
hs14 106210547 106295344
hs15 18403665 21241985
hs15 21606530 21610088
hs15 21877877 22380634
hs15 22606371 22689056
hs15 28393128 28964768
hs15 29762552 30740356
hs15 32447708 32687764
hs15 32688453 32729249
hs15 39834465 39909909
hs15 41619215 41845926
hs15 42888144 43170912
hs15 49139541 49571273
hs15 51557013 51572775
hs15 54523770 54577372
hs15 59467652 59487950
hs15 68815452 68834724
hs15 77337962 77340626
hs15 77737577 77850372
hs15 79788150 79874464
hs15 82330480 82359162
hs15 82618970 82904075
hs15 84140970 84162590
hs15 84946745 84954786
hs15 85706849 85711119
hs15 88424056 88610637
hs15 90382555 90416250
hs15 91597772 91620597
hs15 95654446 95716640
hs15 98175492 98422157
hs15 99537666 99839857
hs16 4149842 4198092
hs16 4995942 5310411
hs16 5542095 5551122
hs16 6448405 6449672
hs16 6594720 6632981
hs16 6713809 6752649
hs16 6973749 7021963
hs16 7855056 7915358
hs16 9721050 9729949
hs16 12554682 12561909
hs16 12584246 12619700
hs16 16260667 16653145
hs16 17441601 18990536
hs16 20352824 20506848
hs16 21212772 21856623
hs16 22313312 22631165
hs16 24976087 25044753
hs16 31918174 33744011
hs16 34293686 34900436
hs16 45819013 46152506
hs16 52965305 52987359
hs16 53310669 53336408
hs16 62639947 62714192
hs16 68609885 68745051
hs16 69391450 69757550
hs16 72330599 72332356
hs16 74567282 74579010
hs16 74819177 74829497
hs16 76848674 76974815
hs16 77607617 77626238
hs16 78452465 78480811
hs16 79529780 79584643
hs16 82340616 82351735
hs16 84834231 84849716
hs16 85079026 85094533
hs16 85539033 85558564
hs17 595817 897708
hs17 6034605 6087870
hs17 13900781 13965204
hs17 16512229 16705555
hs17 19426327 19504358
hs17 21246313 21641572
hs17 31429427 32016863
hs17 32018706 32104672
hs17 32210529 32219667
hs17 36906648 37150369
hs17 40813669 41089766
hs17 41518102 42223353
hs17 44093882 44118402
hs17 48396906 48413228
hs17 51506859 51535723
hs17 53175939 53180824
hs17 69252400 69258719
hs17 74743681 74774728
hs17 75752791 75790078
hs18 277648 306558
hs18 667302 695598
hs18 3784119 4112410
hs18 9733326 9743992
hs18 14198563 14548050
hs18 14731611 14855985
hs18 24413258 24450849
hs18 26068546 26073661
hs18 27886747 27928990
hs18 32241210 32272575
hs18 32364761 32735865
hs18 37638408 37686676
hs18 38183758 38194401
hs18 49503791 49532928
hs18 54081842 54095115
hs18 55803729 55838153
hs18 56251349 56278547
hs18 59700021 59742065
hs18 60558805 60600790
hs18 62053230 62087598
hs18 63098485 63123732
hs18 64126718 64284813
hs18 64888576 64912007
hs18 67700021 68122628
hs18 68579533 68585381
hs19 12350726 12410655
hs19 15641041 15712261
hs19 20079226 20152327
hs19 20360525 20566187
hs19 21847093 23448260
hs19 23474937 23534946
hs19 24131560 24297477
hs19 34447521 34456548
hs19 38568301 39224079
hs19 40345482 40365173
hs19 42486690 42743446
hs19 46123775 46220507
hs19 47856258 48562727
hs19 49585942 49639284
hs19 56834443 56856939
hs19 56951383 57296437
hs19 58002524 58037133
hs19 58162326 58246052
hs19 58604054 58696751
hs19 59374787 59491567
hs19 59850663 60118592
hs19 60229274 60342499
hs19 60927349 61018118
hs19 62684998 62694776
hs19 63590775 63596527
hs20 2152811 2307429
hs20 8022116 8536318
hs20 11742014 12235765
hs20 12581827 12609944
hs20 14653888 14792049
hs20 14825886 14863051
hs20 15230448 15279007
hs20 17305806 17338095
hs20 18197877 18221632
hs20 23094607 23127604
hs20 28106854 28244356
hs20 35736026 35759976
hs20 36367793 36539571
hs20 40686319 40710511
hs20 44681417 44722596
hs20 45195752 45227374
hs20 49756024 49852802
hs20 52112544 52118615
hs20 58995933 59023990
hs21 9941889 10105718
hs21 13354570 14258658
hs21 19561892 19565214
hs21 19626353 19677375
hs21 20716906 20811712
hs21 22433789 22596775
hs21 23320362 23512054
hs21 24483440 24515887
hs21 29161064 29191388
hs21 39779393 39888026
hs21 46067460 46144196
hs21 46811098 46902240
hs22 14461115 15437138
hs22 17011365 17417535
hs22 22587337 22733208
hs22 23938162 24376513
hs22 24465889 24480584
hs22 33790650 33908415
hs22 41165671 41370378
hs22 42701772 42722730
hs22 44009326 44303830
hs22 46816389 46833357
hs22 47845948 47873421
hsX 4161050 4173531
hsX 6399443 6876338
hsX 7361395 7506168
hsX 47703768 47954166
hsX 63426278 64053414
hsX 75986125 76068142
hsX 90083888 90214529
hsX 103136727 103191929
hsX 115655192 115911514
hsX 134568194 134775700
hsX 140138272 140571564
hsX 148693067 148880464
hsX 151981014 152214042
hsX 2713391 3186492
hsX 7980438 8051924
hsX 15568691 15633925
hsX 17096581 17121599
hsX 22778622 22899486
hsX 27901452 31506888
hsX 66487762 67235819
hsX 78977989 78991160
hsX 88881245 89150023
hsX 115139163 115278016
hsX 139869165 139888028
hsX 145931601 146596395
hsX 146820296 146959504
hsX 151652710 151768408
hs1 377 988150
hs1 1189183 1309735
hs1 1314392 2014198
hs1 2366114 2370109
hs1 3278798 3538713
hs1 5189627 5459265
hs1 8810828 8839227
hs1 10160657 10505141
hs1 10665089 10977734
hs1 12521755 13749642
hs1 16636920 17356568
hs1 21608771 21815001
hs1 22095108 22285444
hs1 31494727 32129437
hs1 36392726 36659675
hs1 39997730 40433019
hs1 52898603 53061769
hs1 53691140 53801824
hs1 64449736 64548984
hs1 72514984 72698844
hs1 72954200 73079758
hs1 73385687 73548272
hs1 75759492 75960336
hs1 83101150 83780899
hs1 89184656 89333311
hs1 90592580 90755887
hs1 96188339 96318702
hs1 100132243 100270930
hs1 103762947 104253525
hs1 106562085 106683105
hs1 107285151 107642406
hs1 108420397 108898201
hs1 112958658 116542895
hs1 116966438 117076198
hs1 119818219 120016100
hs1 120068836 121047873
hs1 142642781 144194710
hs1 144339527 144479874
hs1 144594476 145164166
hs1 146151735 148257137
hs1 150739463 151164777
hs1 153361602 153581431
hs1 159672939 159890629
hs1 160342772 160769980
hs1 164758503 164917609
hs1 168048630 168151810
hs1 172077265 172222566
hs1 172735904 172836399
hs1 187513156 187915951
hs1 193522550 193846835
hs1 194070387 194386077
hs1 194857460 195228425
hs1 195244422 195436395
hs1 200834012 200990829
hs1 205624502 205991690
hs1 210714766 210909726
hs1 220362590 220524936
hs1 222001843 222429786
hs1 223154547 223319897
hs1 223471574 223593401
hs1 229691383 229982619
hs1 232939949 233194586
hs1 236008417 236834725
hs1 237832717 238456127
hs1 244473769 244807567
hs1 245781208 246343769
hs1 246566732 246931997
hs2 157949 915588
hs2 1875438 2155707
hs2 5415120 5585805
hs2 13201751 13665273
hs2 15119640 15275310
hs2 22667644 22973524
hs2 27914840 28078134
hs2 29207771 30392933
hs2 35091247 35258488
hs2 35717470 35973085
hs2 36096956 36444162
hs2 37650158 37992443
hs2 40401451 40587280
hs2 46386316 46727655
hs2 51135218 51219386
hs2 52580884 52668041
hs2 55600743 55834578
hs2 56031943 56325898
hs2 56513189 56704702
hs2 57016787 57341900
hs2 58251801 61136244
hs2 64106509 64393060
hs2 66182560 66353369
hs2 67140783 67319166
hs2 73570540 73932100
hs2 74252243 74615933
hs2 75542913 75866331
hs2 76395428 76558862
hs2 77708606 77955059
hs2 77979897 78564540
hs2 80254829 80695972
hs2 83102361 83818273
hs2 84584965 84737053
hs2 87009423 87823195
hs2 90958831 91619119
hs2 94782136 94983835
hs2 95333865 95516286
hs2 96934836 97702939
hs2 99747323 99913107
hs2 103960037 104126534
hs2 106964472 107128063
hs2 107816309 108345086
hs2 110050645 110558186
hs2 111616254 112463408
hs2 113791419 113972086
hs2 113968415 114145148
hs2 116238266 116516763
hs2 117261003 117467903
hs2 122038235 122198793
hs2 126749487 126877564
hs2 127547413 127722984
hs2 129582094 129866515
hs2 130063308 132914473
hs2 141787790 141934039
hs2 151165523 151552456
hs2 153333165 153571603
hs2 154071324 154229030
hs2 156145146 156307592
hs2 168197615 168348556
hs2 179117318 179316487
hs2 183145945 183543329
hs2 184076718 184267153
hs2 187041025 187288792
hs2 188088287 188211430
hs2 205248077 205549419
hs2 215999515 216158766
hs2 222070399 222206428
hs2 232245069 232714102
hs2 241013794 241237544
hs2 242068628 242150331
hs2 242552130 242720642
hs3 46156 734804
hs3 1244095 1420317
hs3 1379689 1637454
hs3 2181272 2470417
hs3 4158926 4395357
hs3 12943744 13265554
hs3 14886274 15137707
hs3 20240591 20515632
hs3 22052897 22231873
hs3 24627517 24917930
hs3 26040173 26194166
hs3 29158899 29670492
hs3 33270111 33446477
hs3 37806487 38079228
hs3 38908752 39071102
hs3 41314156 41748757
hs3 46655456 46947493
hs3 50173482 50346381
hs3 55465669 55640833
hs3 60756983 61016168
hs3 60971918 61160598
hs3 75428849 75701937
hs3 75698633 76160982
hs3 76158979 76250987
hs3 76248984 76935064
hs3 77481544 77639025
hs3 96694554 96876444
hs3 98699482 98904950
hs3 102096077 102259187
hs3 104738943 104903852
hs3 105522067 106297806
hs3 107633520 107818033
hs3 111464170 111617306
hs3 117624820 117790232
hs3 127024023 127185446
hs3 129540383 129920507
hs3 131142157 131422672
hs3 139094479 139416525
hs3 141408454 142007420
hs3 143211560 143612526
hs3 144202920 144445622
hs3 144475387 144768669
hs3 145718892 145874077
hs3 149598831 149784932
hs3 152274315 152440175
hs3 152957970 153145865
hs3 155740963 156041417
hs3 158572860 158737378
hs3 162932687 163076464
hs3 163953743 164225488
hs3 165085143 165392754
hs3 169771708 169985804
hs3 174622689 174928071
hs3 177275744 177516293
hs3 182334290 182489336
hs3 187819828 188050020
hs3 188092428 188266978
hs3 192419528 192761801
hs3 194279071 194450428
hs3 194716594 194886340
hs3 196864664 197555990
hs3 198339450 198982265
hs3 199256812 199446827
hs4 593208 921354
hs4 1595351 1784573
hs4 3364142 4401887
hs4 7039049 7320802
hs4 8573073 9882877
hs4 9952797 10154898
hs4 12106273 12268488
hs4 15053715 15358618
hs4 21482302 21589657
hs4 21620679 21839816
hs4 28153056 28448535
hs4 29132740 29300175
hs4 29737882 29896542
hs4 31224223 31411039
hs4 32044228 32214847
hs4 33894389 34150926
hs4 34313166 34632938
hs4 40229784 40434224
hs4 48752167 49354874
hs4 52354875 52532859
hs4 57748174 58349780
hs4 60813753 60999844
hs4 61477440 61650751
hs4 68459601 68695959
hs4 68852674 70448761
hs4 77483620 77636481
hs4 89137575 89432143
hs4 92165687 92365137
hs4 97728589 98028115
hs4 102881722 103227963
hs4 103999805 104276770
hs4 104399374 104561844
hs4 115226569 115394673
hs4 115561528 115809774
hs4 116483697 116671246
hs4 117741759 117840327
hs4 118698296 119894190
hs4 124430676 125598797
hs4 132081527 133224934
hs4 133325152 133517599
hs4 138344708 138516582
hs4 138759698 138932547
hs4 139363978 139532338
hs4 142285111 142587401
hs4 144567743 145351042
hs4 158371337 158601738
hs4 161589414 161771614
hs4 162597219 162779160
hs4 162954067 163127415
hs4 166021266 166195800
hs4 168128071 168427566
hs4 168971166 169288268
hs4 172503834 172531832
hs4 178402463 178642368
hs4 183795310 183979341
hs4 186550119 186711690
hs4 187498324 187659336
hs4 189321281 189500522
hs4 189615390 189699815
hs4 190260798 190503150
hs4 190520005 190932090
hs5 70263 648955
hs5 673163 1214476
hs5 3629619 3840514
hs5 5033876 5237615
hs5 5500098 5817620
hs5 9850992 10044066
hs5 12087304 12261440
hs5 12839321 13039901
hs5 13218142 13456575
hs5 17417700 17972161
hs5 19066044 19245996
hs5 21184910 21748947
hs5 21814498 22199675
hs5 26791043 26970636
hs5 31332034 31505885
hs5 32064689 32321112
hs5 32281118 32774401
hs5 34134806 34405626
hs5 49784109 50093939
hs5 61438895 61723574
hs5 66393681 66586635
hs5 69109876 70831640
hs5 71935078 72108737
hs5 74469516 74647470
hs5 81245981 81550493
hs5 93790961 94067957
hs5 95257462 95566189
hs5 97421264 97575845
hs5 98633225 98917493
hs5 99235573 99874154
hs5 100535625 100788621
hs5 103511683 103661467
hs5 104334472 104660077
hs5 104685688 104853617
hs5 106519625 106579710
hs5 109669759 110056060
hs5 117692624 117970146
hs5 125078762 125315808
hs5 128623637 128862751
hs5 130098933 130316104
hs5 130466896 130619811
hs5 135193500 135502898
hs5 140137124 140808866
hs5 144153983 144340436
hs5 149804786 150265935
hs5 153062206 153273106
hs5 155313275 155548476
hs5 156930186 157165622
hs5 160477321 160626797
hs5 165155278 165334527
hs5 171473028 171667877
hs5 171913937 172117968
hs5 175337984 175685508
hs5 176550923 176735050
hs5 178593872 178970135
hs5 179467083 179662550
hs5 180019804 180214082
hs6 5001 720274
hs6 10551783 10751118
hs6 11787739 11930337
hs6 16981250 17020517
hs6 26801198 27203693
hs6 29577080 29786649
hs6 29900413 30083123
hs6 30752672 30924298
hs6 31136269 31605085
hs6 31979491 32317091
hs6 32479731 32813412
hs6 32973767 33072074
hs6 34490470 34822655
hs6 35276094 35398980
hs6 35571719 35914482
hs6 38696947 38819063
hs6 41696767 41807431
hs6 44987769 45164736
hs6 46808141 47036030
hs6 50627298 50775800
hs6 51366288 51548810
hs6 53947332 54104052
hs6 57292500 57670563
hs6 58442668 58587658
hs6 63764581 64043848
hs6 68213162 68355095
hs6 69652213 69655072
hs6 75018716 75184885
hs6 78156739 78339761
hs6 78393674 78637549
hs6 78852599 79250187
hs6 81870395 81891996
hs6 87513222 87701933
hs6 87874602 88049676
hs6 88415707 88498192
hs6 89147456 89318637
hs6 95264814 95451409
hs6 103255429 103412632
hs6 103834514 104012090
hs6 105302783 105767502
hs6 114773001 115676437
hs6 115895071 116068349
hs6 117537917 117733968
hs6 122765634 122925836
hs6 128883885 128886524
hs6 129315361 129484648
hs6 133486412 133669057
hs6 134665824 134752836
hs6 137501221 137615031
hs6 137914018 137962674
hs6 143958314 144121669
hs6 151329901 151496532
hs6 153104985 153276423
hs6 154179476 154336142
hs6 159923821 160153930
hs6 160292234 161154655
hs6 162110746 162331240
hs6 162778312 163060365
hs6 163912054 164081893
hs6 166061631 166218925
hs6 167421194 167765505
hs6 167979717 168458233
hs6 168626236 168825483
hs6 169488216 169576118
hs6 170423676 170686234
hs6 170663142 170851844
hs7 106471 298664
hs7 1165621 1656473
hs7 3253151 3526755
hs7 4559141 4713177
hs7 7176436 7460426
hs7 9040174 9198714
hs7 11893764 12075944
hs7 14863402 15266311
hs7 16239347 16493915
hs7 16976578 17498004
hs7 19402568 19587487
hs7 22722109 22887435
hs7 23686581 23846847
hs7 27760141 27939394
hs7 29624462 29901897
hs7 35790751 36086963
hs7 37565238 37825085
hs7 38185228 38489980
hs7 43919064 44023316
hs7 53300518 53452510
hs7 53942808 54103854
hs7 57589991 57963516
hs7 61087267 62746810
hs7 64188709 64924112
hs7 66038865 66496688
hs7 69050440 69232097
hs7 71549406 72513834
hs7 73632369 76687315
hs7 79099400 79265582
hs7 83138442 83298048
hs7 84991258 85155978
hs7 87924965 88167305
hs7 97314220 97485965
hs7 100193426 100535966
hs7 101687460 101859452
hs7 104553943 104897817
hs7 108319655 108535824
hs7 109197216 109394855
hs7 109550832 109699468
hs7 110310534 110575085
hs7 110588147 111092061
hs7 112279363 112555864
hs7 125448045 125682101
hs7 126282025 126465079
hs7 130372296 130521398
hs7 131972230 132195023
hs7 133294909 133504988
hs7 138384237 138577879
hs7 141356880 141575430
hs7 141803423 142434269
hs7 142857897 143999571
hs7 149072523 149587348
